star,xslid,simbad,filename,ra,dec,teff,e_teff,logg,e_logg,feh,e_feh,comment
HD 84937,X0867,HD 84937,xsl_spectrum_X0867_merged.fits,147.23375,13.74425,6212.0,140.0,4.070000171661377,0.14000000059604645,-2.0299999713897705,0.09000000357627869,
IRAS 09484-6242,X0860,IRAS 09484-6242,xsl_spectrum_X0860_merged.fits,147.4559167,-62.9358333,nan,nan,nan,nan,nan,nan,
Y Hya,X0340,Y Hya,xsl_spectrum_X0340_merged_ncl_ncge.fits,147.7655,-23.0173056,nan,nan,nan,nan,nan,nan,
HD 85380,X0865,HD 85380,xsl_spectrum_X0865_merged.fits,147.8400833,-6.1819167,5956.0,93.0,3.9800000190734863,0.14000000059604645,0.019999999552965164,0.05999999865889549,
HD 85773,X0866,HD 85773,xsl_spectrum_X0866_merged.fits,148.4135,-22.8356667,4441.0,69.0,0.8399999737739563,0.1899999976158142,-2.3499999046325684,0.12999999523162842,
BS 3923,X0342,BS 3923,xsl_spectrum_X0342_merged_ncl_ncge.fits,148.7175417,-19.0093333,3785.0,39.0,1.2999999523162842,0.14000000059604645,-0.18000000715255737,0.07000000029802322,
IRAS 10019-6156,X0576,IRAS 10019-6156,xsl_spectrum_X0576_merged_ncl.fits,150.8699583,-62.177,nan,nan,nan,nan,nan,nan,
HD 88737,X0569,HD 88737,xsl_spectrum_X0569_merged.fits,153.6239583,21.1680278,6072.0,95.0,3.9200000762939453,0.14000000059604645,0.15000000596046448,0.05999999865889549,
IRAS 10151-6008 ?,X0587,,xsl_spectrum_X0587_merged.fits,154.2125,-60.3963889,nan,nan,nan,nan,nan,nan,"O-rich star (not C-star as assumed in Whitelock et al. 2006). We suspect Whitelock et al. observed 2MASS 10165028-6023549, while we observed 2MASS 10165173-6023466."
EV Car,X0341,EV Car,xsl_spectrum_X0341_merged_ncl_ncge.fits,155.09,-60.4543611,3460.0,57.0,0.6700000166893005,0.1899999976158142,-0.3400000035762787,0.17000000178813934,
BS 4104,X0343,BS 4104,xsl_spectrum_X0343_merged_scl.fits,156.7879167,-31.06775,4049.0,27.0,1.6100000143051147,0.14000000059604645,-0.33000001311302185,0.05999999865889549,
HD 90862,X0880,HD 90862,xsl_spectrum_X0880_merged.fits,157.4350833,16.9799722,4039.0,27.0,1.590000033378601,0.14000000059604645,-0.5799999833106995,0.05999999865889549,
BD+30 2034,X0883,BD+30 2034,xsl_spectrum_X0883_merged.fits,158.3122083,29.6152778,4638.0,46.0,1.2300000190734863,0.14000000059604645,-1.649999976158142,0.07000000029802322,
TU Car,X0876,TU Car,xsl_spectrum_X0876_merged_ncl_ncge.fits,158.7333333,-60.7103889,3068.0,126.0,0.5400000214576721,0.7300000190734863,0.800000011920929,0.14000000059604645,"O-rich LPV (as already suggested in Aaronson et al. 1989), not C-star"
CPD-5703502,X0344,CPD-5703502,xsl_spectrum_X0344_merged_ncl_ncge.fits,158.9323333,-58.245,3830.0,51.0,-0.029999999329447746,0.1899999976158142,0.23999999463558197,0.14000000059604645,
HD 93329,X0885,HD 93329,xsl_spectrum_X0885_merged.fits,161.6526667,11.1841111,8236.0,235.0,3.309999942779541,0.20999999344348907,-1.3200000524520874,0.10000000149011612,
BD+29 2091,X0882,BD+29 2091,xsl_spectrum_X0882_merged.fits,161.8465,28.3988611,5763.0,130.0,4.090000152587891,0.14000000059604645,-1.9700000286102295,0.09000000357627869,
HD 93487,X0881,HD 93487,xsl_spectrum_X0881_merged.fits,161.981375,23.33525,5172.0,63.0,2.2300000190734863,0.14000000059604645,-1.1799999475479126,0.07999999821186066,
HD 93813,X0334,HD 93813,xsl_spectrum_X0334_merged_scl.fits,162.4062083,-16.1936389,4354.0,29.0,2.0799999237060547,0.14000000059604645,-0.23999999463558197,0.05999999865889549,
CI Vel,X0589,CI Vel,xsl_spectrum_X0589_merged.fits,165.2553333,-54.4115278,4097.0,64.0,0.3199999928474426,0.1899999976158142,-1.0299999713897705,0.14000000059604645,
HD 96446,X0085,HD 96446,xsl_spectrum_X0085_merged_ncl_ncge.fits,166.52425,-59.9498611,19543.0,531.0,3.390000104904175,0.23999999463558197,-0.019999999552965164,0.07999999821186066,He-rich; wavy NIR continuum (prefer X0133)
HD 96446,X0133,HD 96446,xsl_spectrum_X0133_merged.fits,166.52425,-59.9498611,19543.0,531.0,3.390000104904175,0.23999999463558197,-0.019999999552965164,0.07999999821186066,He-rich
U Crt,X0134,U Crt,xsl_spectrum_X0134_merged.fits,168.18875,-7.2984722,3213.0,53.0,0.8100000023841858,0.1899999976158142,-0.5,0.17000000178813934,
HD 98468,X0594,HD 98468,xsl_spectrum_X0594_merged.fits,170.0005,28.8075556,4494.0,33.0,2.0199999809265137,0.15000000596046448,-0.4000000059604645,0.05999999865889549,
HD 98817,X0345,HD 98817,xsl_spectrum_X0345_merged_ncl_ncge.fits,170.412375,-60.9911667,3780.0,62.0,0.15000000596046448,0.1899999976158142,0.07999999821186066,0.14000000059604645,
[W65] c2,X0591,[W65] c2,xsl_spectrum_X0591_merged_ncl.fits,170.521,-59.6458611,nan,nan,nan,nan,nan,nan,
[W65] c2,X0609,[W65] c2,xsl_spectrum_X0609_merged_ncl.fits,170.521,-59.6458611,nan,nan,nan,nan,nan,nan,
HD 99109,X0595,HD 99109,xsl_spectrum_X0595_merged.fits,171.0723333,-1.5290556,5295.0,69.0,4.360000133514404,0.14000000059604645,0.3700000047683716,0.05999999865889549,
HD 99329,X0596,HD 99329,xsl_spectrum_X0596_merged.fits,171.4585833,3.8600556,7018.0,139.0,4.039999961853027,0.20999999344348907,0.18000000715255737,0.07000000029802322,
HD 99491,X0597,HD 99491,xsl_spectrum_X0597_merged.fits,171.6888333,3.0130833,5412.0,71.0,4.340000152587891,0.14000000059604645,0.3100000023841858,0.05999999865889549,
BD+04 2466,X0602,BD+04 2466,xsl_spectrum_X0602_merged.fits,171.7049583,3.8643333,5084.0,63.0,1.9900000095367432,0.15000000596046448,-1.8700000047683716,0.07999999821186066,
HD 99648,X0321,HD 99648,xsl_spectrum_X0321_merged_scl.fits,171.9843333,2.85625,4933.0,34.0,2.180000066757202,0.14000000059604645,-0.03999999910593033,0.05000000074505806,
BS 4432,X0333,BS 4432,xsl_spectrum_X0333_merged_scl.fits,172.5787083,-3.0034722,3967.0,34.0,1.5,0.14000000059604645,-0.36000001430511475,0.09000000357627869,
BS 4463,X0332,BS 4463,xsl_spectrum_X0332_merged_ncl_ncge.fits,173.8053333,-47.3725556,3525.0,58.0,0.6700000166893005,0.1899999976158142,-0.1599999964237213,0.14000000059604645,
CD-60 3621,X0106,CD-60 3621,xsl_spectrum_X0106_merged_scl.fits,173.9372917,-61.5780556,3836.0,52.0,0.23999999463558197,0.1899999976158142,0.12999999523162842,0.14000000059604645,
CD-60 3636,X0320,CD-60 3636,xsl_spectrum_X0320_merged_scl.fits,174.1451667,-61.60975,3900.0,52.0,0.550000011920929,0.1899999976158142,0.10000000149011612,0.14000000059604645,
HD 100906,X0886,HD 100906,xsl_spectrum_X0886_merged.fits,174.1767083,-18.9695833,5058.0,43.0,2.200000047683716,0.14000000059604645,-0.4399999976158142,0.07000000029802322,
UZ Cen,X0590,UZ Cen,xsl_spectrum_X0590_merged.fits,175.2439167,-62.6924722,6492.0,66.0,2.4200000762939453,0.14000000059604645,0.27000001072883606,0.05999999865889549,
HD 101712,X0132,HD 101712,xsl_spectrum_X0132_merged_ncl_ncge.fits,175.4558333,-63.4145556,3594.0,59.0,0.5799999833106995,0.1899999976158142,-0.4099999964237213,0.17000000178813934,
HD 101712,X0150,HD 101712,xsl_spectrum_X0150_merged_ncl_ncge.fits,175.4558333,-63.4145556,3594.0,59.0,0.5799999833106995,0.1899999976158142,-0.4099999964237213,0.17000000178813934,
HE 1142-1422,X0623,HE 1142-1422,xsl_spectrum_X0623_merged.fits,176.2470833,-14.6469444,6174.0,139.0,3.9700000286102295,0.14000000059604645,-2.180000066757202,0.09000000357627869,
BS 4517,X0335,BS 4517,xsl_spectrum_X0335_merged_ncl_ncge.fits,176.4648333,6.5293611,3733.0,39.0,1.4299999475479126,0.15000000596046448,-0.5400000214576721,0.09000000357627869,
HD 102634,X0898,HD 102634,xsl_spectrum_X0898_merged.fits,177.2553333,-0.3186667,6193.0,97.0,4.119999885559082,0.14000000059604645,0.14000000059604645,0.05999999865889549,
LHS 2463,X0884,LHS 2463,xsl_spectrum_X0884_merged.fits,177.4412917,4.9667222,4801.0,72.0,4.599999904632568,0.14000000059604645,-1.7899999618530273,0.07000000029802322,
V354 Cen,X0888,V354 Cen,xsl_spectrum_X0888_merged.fits,177.9306667,-47.9366667,3113.0,33.0,1.350000023841858,0.15000000596046448,-0.23000000417232513,0.10000000149011612,
LHS 318,X0892,LHS 318,xsl_spectrum_X0892_merged_ncge.fits,179.2282917,26.6662778,3839.0,50.0,4.760000228881836,0.14000000059604645,-0.6000000238418579,0.09000000357627869,
HD 103877,X0879,HD 103877,xsl_spectrum_X0879_merged.fits,179.426625,17.4678333,6958.0,138.0,3.8399999141693115,0.20999999344348907,0.6499999761581421,0.07000000029802322,
HD 103932,X0887,HD 103932,xsl_spectrum_X0887_merged.fits,179.4842083,-27.7070278,4374.0,46.0,4.429999828338623,0.14000000059604645,0.029999999329447746,0.05000000074505806,
HD 104307,X0612,HD 104307,xsl_spectrum_X0612_merged.fits,180.1759167,-21.8375,4426.0,30.0,2.259999990463257,0.14000000059604645,-0.029999999329447746,0.05000000074505806,
LHS 320,X0889,LHS 320,xsl_spectrum_X0889_merged.fits,180.64025,8.43075,3489.0,55.0,4.849999904632568,0.14000000059604645,-0.5699999928474426,0.09000000357627869,
HE 1201-1512,X0622,HE 1201-1512,xsl_spectrum_X0622_merged.fits,180.9045833,-15.4921944,5729.0,129.0,3.5899999141693115,0.14000000059604645,-2.609999895095825,0.09000000357627869,
HD 104893,X0598,HD 104893,xsl_spectrum_X0598_merged.fits,181.1797083,-29.18475,4398.0,69.0,0.8100000023841858,0.1899999976158142,-2.25,0.14000000059604645,
HE 1204-0744,X0624,HE 1204-0744,xsl_spectrum_X0624_merged.fits,181.6925,-8.0119444,6217.0,140.0,3.950000047683716,0.14000000059604645,-2.2899999618530273,0.09000000357627869,
HD 105262,X0599,HD 105262,xsl_spectrum_X0599_merged_ncge.fits,181.795125,12.9854444,8225.0,151.0,1.399999976158142,0.20999999344348907,-1.940000057220459,0.10000000149011612,
HE 1207-3108,X0630,HE 1207-3108,xsl_spectrum_X0630_merged.fits,182.4754167,-31.4197222,5435.0,102.0,3.240000009536743,0.14000000059604645,-2.6500000953674316,0.09000000357627869,
NGC 4147 230,X0601,NGC 4147 230,xsl_spectrum_X0601_merged.fits,182.516875,18.5480833,4431.0,69.0,0.9900000095367432,0.1899999976158142,-1.7799999713897705,0.14000000059604645,
HD 105740,X0600,HD 105740,xsl_spectrum_X0600_merged.fits,182.5706667,16.3703611,4718.0,33.0,2.759999990463257,0.14000000059604645,-0.6600000262260437,0.05999999865889549,
G012-021,X0607,G012-021,xsl_spectrum_X0607_merged.fits,183.0057083,13.2612778,6045.0,136.0,4.130000114440918,0.14000000059604645,-1.350000023841858,0.09000000357627869,
HD 106304,X0614,HD 106304,xsl_spectrum_X0614_merged.fits,183.4731667,-40.8735,8759.0,250.0,3.1600000858306885,0.20999999344348907,-1.6699999570846558,0.10000000149011612,
CD-28 9374,X0604,CD-28 9374,xsl_spectrum_X0604_merged.fits,183.6239167,-29.5987778,5034.0,66.0,3.359999895095825,0.14000000059604645,-0.75,0.07000000029802322,
G013-035,X0611,G013-035,xsl_spectrum_X0611_merged.fits,186.3956667,1.2839444,6095.0,137.0,4.130000114440918,0.14000000059604645,-1.659999966621399,0.09000000357627869,
G013-035,X0613,G013-035,xsl_spectrum_X0613_merged.fits,186.3956667,1.2839444,6095.0,137.0,4.130000114440918,0.14000000059604645,-1.659999966621399,0.09000000357627869,
HD 108564,X0891,HD 108564,xsl_spectrum_X0891_merged.fits,187.0796667,-16.9110278,4588.0,48.0,4.670000076293945,0.14000000059604645,-0.949999988079071,0.05999999865889549,
HD 108915,X0890,HD 108915,xsl_spectrum_X0890_merged.fits,187.703875,12.4867222,5033.0,66.0,3.390000104904175,0.14000000059604645,-0.07999999821186066,0.05999999865889549,
HD 109307,X0894,HD 109307,xsl_spectrum_X0894_merged.fits,188.3925833,24.2829722,8361.0,166.0,3.3499999046325684,0.20999999344348907,0.0,0.07000000029802322,
HD 109443,X0899,HD 109443,xsl_spectrum_X0899_merged.fits,188.6947083,-23.4756111,6791.0,134.0,4.239999771118164,0.20999999344348907,-0.6000000238418579,0.09000000357627869,
HD 109871,X0907,HD 109871,xsl_spectrum_X0907_merged.fits,189.55425,1.9798611,3944.0,33.0,1.690000057220459,0.14000000059604645,-0.23999999463558197,0.09000000357627869,
HD 110184,X0897,HD 110184,xsl_spectrum_X0897_merged.fits,190.0586667,8.5272222,4460.0,70.0,0.949999988079071,0.1899999976158142,-2.3399999141693115,0.14000000059604645,
V Crv,X0905,V Crv,xsl_spectrum_X0905_merged.fits,190.134625,-17.6475278,3080.0,50.0,0.5799999833106995,0.1899999976158142,-0.3499999940395355,0.17000000178813934,
BD+03 2688,X0902,BD+03 2688,xsl_spectrum_X0902_merged.fits,191.0322917,2.7438611,4747.0,46.0,1.4299999475479126,0.14000000059604645,-1.2699999809265137,0.07000000029802322,
HD 110885,X0900,HD 110885,xsl_spectrum_X0900_merged.fits,191.33025,1.0558611,5616.0,82.0,2.6600000858306885,0.14000000059604645,-1.0700000524520874,0.07999999821186066,
HD 111515,X0901,HD 111515,xsl_spectrum_X0901_merged.fits,192.4367917,1.1880278,5384.0,70.0,4.389999866485596,0.14000000059604645,-0.6299999952316284,0.07000000029802322,
HD 111631,X0903,HD 111631,xsl_spectrum_X0903_merged.fits,192.6815417,-0.7681111,3888.0,51.0,4.559999942779541,0.14000000059604645,0.05000000074505806,0.07000000029802322,
HD 111721,X0904,HD 111721,xsl_spectrum_X0904_merged.fits,192.8549583,-13.4911389,5039.0,61.0,2.6600000858306885,0.14000000059604645,-1.340000033378601,0.07999999821186066,
HD 111786,X0895,HD 111786,xsl_spectrum_X0895_merged.fits,192.99125,-26.7382778,7595.0,216.0,4.28000020980835,0.20999999344348907,-1.0099999904632568,0.10000000149011612,
LHS 343,X0906,LHS 343,xsl_spectrum_X0906_merged.fits,194.0992083,15.6964167,4492.0,67.0,4.559999942779541,0.14000000059604645,-1.5700000524520874,0.07000000029802322,
HD 112374,X0893,HD 112374,xsl_spectrum_X0893_merged.fits,194.1255417,-26.4602778,6033.0,97.0,0.6299999952316284,0.1899999976158142,-0.6499999761581421,0.14000000059604645,
HD 113002,X0375,HD 113002,xsl_spectrum_X0375_merged.fits,195.1197917,19.6321111,5062.0,62.0,1.9500000476837158,0.14000000059604645,-1.059999942779541,0.07999999821186066,
Kelu 1,X0136,Kelu 1,xsl_spectrum_X0136_merged_ncl_ncge.fits,196.417375,-25.6849444,nan,nan,nan,nan,nan,nan,
HD 114606,X0376,HD 114606,xsl_spectrum_X0376_merged.fits,197.8391667,9.6259722,5585.0,88.0,4.210000038146973,0.14000000059604645,-0.6200000047683716,0.07000000029802322,
HD 114960,X0174,HD 114960,xsl_spectrum_X0174_merged_scl.fits,198.489875,1.4564444,4066.0,28.0,2.299999952316284,0.14000000059604645,0.14000000059604645,0.05000000074505806,
HIP 64965,X0378,HIP 64965,xsl_spectrum_X0378_merged.fits,199.7362917,-3.0716667,4501.0,68.0,4.619999885559082,0.14000000059604645,-1.1399999856948853,0.07000000029802322,
HD 116114,X0371,HD 116114,xsl_spectrum_X0371_merged.fits,200.4429583,-18.7420833,8358.0,166.0,4.25,0.20999999344348907,0.8100000023841858,0.07000000029802322,
HD 116544,X0377,HD 116544,xsl_spectrum_X0377_merged.fits,201.1006667,-2.31525,4438.0,47.0,3.25,0.14000000059604645,0.1599999964237213,0.05000000074505806,
G063-026,X0359,G063-026,xsl_spectrum_X0359_merged.fits,201.1275,20.4561389,6129.0,138.0,4.159999847412109,0.14000000059604645,-1.5499999523162842,0.09000000357627869,
NGC 5139 1627,X0351,NGC 5139 1627,xsl_spectrum_X0351_merged.fits,201.4885417,-47.6733889,4520.0,47.0,1.4900000095367432,0.15000000596046448,-1.1699999570846558,0.07000000029802322,
NGC 5139 1627,X0610,NGC 5139 1627,xsl_spectrum_X0610_merged.fits,201.4885417,-47.6733889,4520.0,47.0,1.4900000095367432,0.15000000596046448,-1.1699999570846558,0.07000000029802322,
CL* NGC 5139 SAW V1,X0349,CL* NGC 5139 SAW V1,xsl_spectrum_X0349_merged.fits,201.5215417,-47.3951389,5600.0,82.0,1.6799999475479126,0.14000000059604645,-1.1799999475479126,0.07999999821186066,
CL* NGC 5139 SAW V1,X0616,CL* NGC 5139 SAW V1,xsl_spectrum_X0616_merged.fits,201.5215417,-47.3951389,5600.0,82.0,1.6799999475479126,0.14000000059604645,-1.1799999475479126,0.07999999821186066,
HD 116745,X0350,HD 116745,xsl_spectrum_X0350_merged.fits,201.6096667,-47.27425,6679.0,123.0,2.559999942779541,0.20999999344348907,-1.2699999809265137,0.10000000149011612,
HD 116745,X0619,HD 116745,xsl_spectrum_X0619_merged.fits,201.6096667,-47.27425,6679.0,123.0,2.559999942779541,0.20999999344348907,-1.2699999809265137,0.10000000149011612,
NGC 5139 3812,X0348,NGC 5139 3812,xsl_spectrum_X0348_merged.fits,201.8599167,-47.4880278,3589.0,59.0,0.05999999865889549,0.1899999976158142,-0.44999998807907104,0.17000000178813934,
NGC 5139 3812,X0615,NGC 5139 3812,xsl_spectrum_X0615_merged.fits,201.8599167,-47.4880278,3589.0,59.0,0.05999999865889549,0.1899999976158142,-0.44999998807907104,0.17000000178813934,
HD 117880,X0626,HD 117880,xsl_spectrum_X0626_merged.fits,203.3742083,-18.5150556,8843.0,252.0,3.2300000190734863,0.20999999344348907,-1.649999976158142,0.10000000149011612,
HD 118055,X0627,HD 118055,xsl_spectrum_X0627_merged.fits,203.6662917,-16.3229722,4411.0,69.0,0.8999999761581421,0.1899999976158142,-1.8200000524520874,0.14000000059604645,
HD 118100,X0625,HD 118100,xsl_spectrum_X0625_merged.fits,203.6800417,-8.3420278,4255.0,44.0,4.489999771118164,0.14000000059604645,-0.11999999731779099,0.05000000074505806,
HIP 66993,X0649,HIP 66993,xsl_spectrum_X0649_merged.fits,205.944875,-35.4043889,3706.0,59.0,4.769999980926514,0.14000000059604645,-0.49000000953674316,0.09000000357627869,
HD 119802,X0379,HD 119802,xsl_spectrum_X0379_merged.fits,206.3113333,8.8359722,4638.0,49.0,4.690000057220459,0.14000000059604645,-0.009999999776482582,0.05000000074505806,
HD 119850,X0628,HD 119850,xsl_spectrum_X0628_merged.fits,206.4324167,14.8915,3521.0,56.0,4.789999961853027,0.14000000059604645,-0.25,0.09000000357627869,
HE 1346-0427,X0631,HE 1346-0427,xsl_spectrum_X0631_merged.fits,207.3544583,-4.7040833,6030.0,136.0,3.8399999141693115,0.14000000059604645,-2.4200000762939453,0.09000000357627869,
[ABC89] Cir18,X0353,[ABC89] Cir18,xsl_spectrum_X0353_merged_ncge.fits,208.86,-59.3732778,nan,nan,nan,nan,nan,nan,
[ABC89] Cir18,X0605,[ABC89] Cir18,xsl_spectrum_X0605_merged_ncge.fits,208.86,-59.3732778,nan,nan,nan,nan,nan,nan,
[ABC89] Cir18,X0606,[ABC89] Cir18,xsl_spectrum_X0606_merged_ncge.fits,208.86,-59.3732778,nan,nan,nan,nan,nan,nan,
[ABC89] Cir18,X0635,[ABC89] Cir18,xsl_spectrum_X0635_merged_ncge.fits,208.86,-59.3732778,nan,nan,nan,nan,nan,nan,
HD 122956,X0372,HD 122956,xsl_spectrum_X0372_merged.fits,211.30425,-14.8570556,4669.0,48.0,1.440000057220459,0.15000000596046448,-1.7400000095367432,0.07000000029802322,
HD 124292,X0373,HD 124292,xsl_spectrum_X0373_merged.fits,213.1885,-3.3200833,5408.0,71.0,4.380000114440918,0.14000000059604645,-0.10999999940395355,0.05999999865889549,
BD+09 2860,X0361,BD+09 2860,xsl_spectrum_X0361_merged.fits,213.33225,8.6111111,5369.0,67.0,2.569999933242798,0.15000000596046448,-1.5800000429153442,0.09000000357627869,
BD+09 2870,X0363,BD+09 2870,xsl_spectrum_X0363_merged.fits,214.1247917,8.4646944,4664.0,51.0,1.4700000286102295,0.15000000596046448,-2.3399999141693115,0.07000000029802322,
BD+01 2916,X0360,BD+01 2916,xsl_spectrum_X0360_merged.fits,215.4385833,0.7830833,4343.0,68.0,0.7400000095367432,0.1899999976158142,-1.8700000047683716,0.14000000059604645,
HD 126053,X0382,HD 126053,xsl_spectrum_X0382_merged.fits,215.8136667,1.2415556,5588.0,88.0,4.239999771118164,0.14000000059604645,-0.41999998688697815,0.07000000029802322,
HIP 70472,X0651,HIP 70472,xsl_spectrum_X0651_merged.fits,216.20775,-17.4522222,3968.0,52.0,4.630000114440918,0.14000000059604645,-0.17000000178813934,0.07000000029802322,
HD 126661,X0617,HD 126661,xsl_spectrum_X0617_merged.fits,216.6140417,19.2268889,7617.0,151.0,3.380000114440918,0.20999999344348907,0.3799999952316284,0.07000000029802322,
HD 126778,X0409,HD 126778,xsl_spectrum_X0409_merged.fits,216.7256667,28.589,4814.0,33.0,2.450000047683716,0.14000000059604645,-0.5299999713897705,0.05999999865889549,
HD 126681,X0366,HD 126681,xsl_spectrum_X0366_merged.fits,216.8537917,-18.4112222,5588.0,126.0,4.260000228881836,0.14000000059604645,-1.2000000476837158,0.09000000357627869,
HE 1428-1950,X0637,HE 1428-1950,xsl_spectrum_X0637_merged_ncge.fits,217.7474583,-20.0616389,4838.0,33.0,2.299999952316284,0.14000000059604645,-0.8500000238418579,0.05999999865889549,
BD+18 2890,X0392,BD+18 2890,xsl_spectrum_X0392_merged.fits,218.0562083,17.4233889,5042.0,62.0,2.3499999046325684,0.15000000596046448,-1.559999942779541,0.07999999821186066,
IRAS 14303-1042,X0242,IRAS 14303-1042,xsl_spectrum_X0242_merged.fits,218.2494583,-10.9342778,2947.0,49.0,0.5600000023841858,0.20000000298023224,-0.5899999737739563,0.17000000178813934,
HD 128429,X0629,HD 128429,xsl_spectrum_X0629_merged.fits,219.2491667,-12.3052778,6342.0,99.0,4.190000057220459,0.14000000059604645,-0.11999999731779099,0.05999999865889549,
HD 128801,X0243,HD 128801,xsl_spectrum_X0243_merged.fits,219.700375,7.9111944,8774.0,161.0,2.8399999141693115,0.20999999344348907,-1.9199999570846558,0.10000000149011612,
CD-26 10417,X0650,CD-26 10417,xsl_spectrum_X0650_merged.fits,219.9459583,-26.6980556,4700.0,49.0,4.710000038146973,0.14000000059604645,-0.1599999964237213,0.05000000074505806,
HD 130095,X0370,HD 130095,xsl_spectrum_X0370_merged.fits,221.713375,-27.2483056,8882.0,254.0,3.2200000286102295,0.20999999344348907,-1.6799999475479126,0.10000000149011612,
HD 130322,X0384,HD 130322,xsl_spectrum_X0384_merged.fits,221.8863333,-0.2814722,5398.0,70.0,4.539999961853027,0.14000000059604645,0.10999999940395355,0.05999999865889549,
BD+06 2986,X0390,BD+06 2986,xsl_spectrum_X0390_merged.fits,226.2230417,5.6380833,3917.0,51.0,4.650000095367432,0.14000000059604645,-0.3700000047683716,0.09000000357627869,
BD+06 2986,X0391,BD+06 2986,xsl_spectrum_X0391_merged.fits,226.2230417,5.6380833,3917.0,51.0,4.650000095367432,0.14000000059604645,-0.3700000047683716,0.09000000357627869,
BD+30 2611,X0393,BD+30 2611,xsl_spectrum_X0393_merged.fits,226.72425,30.01025,4357.0,68.0,0.9599999785423279,0.1899999976158142,-1.4800000190734863,0.12999999523162842,
BD+30 2611,X0394,BD+30 2611,xsl_spectrum_X0394_merged.fits,226.72425,30.01025,4357.0,68.0,0.9599999785423279,0.1899999976158142,-1.4800000190734863,0.12999999523162842,
HD 134063,X0395,HD 134063,xsl_spectrum_X0395_merged.fits,226.8143333,22.5643611,4882.0,35.0,2.3499999046325684,0.14000000059604645,-0.6899999976158142,0.05999999865889549,
HD 134063,X0618,HD 134063,xsl_spectrum_X0618_merged.fits,226.8143333,22.5643611,4882.0,35.0,2.3499999046325684,0.14000000059604645,-0.6899999976158142,0.05999999865889549,
IRAS 15060+0947,X0234,IRAS 15060+0947,xsl_spectrum_X0234_merged_ncl_ncge.fits,227.1072917,9.6050833,2857.0,49.0,0.7099999785423279,0.23999999463558197,-0.25999999046325684,0.18000000715255737,
HD 134440,X0383,HD 134440,xsl_spectrum_X0383_merged.fits,227.5540417,-16.4629167,4949.0,75.0,4.75,0.14000000059604645,-1.2699999809265137,0.07000000029802322,
HD 134439,X0374,HD 134439,xsl_spectrum_X0374_merged.fits,227.5545417,-16.3793889,5106.0,96.0,4.610000133514404,0.14000000059604645,-1.350000023841858,0.09000000357627869,
CL* NGC 5904 Arp III-03,X0380,CL* NGC 5904 Arp III-03,xsl_spectrum_X0380_merged.fits,229.5778333,2.0758056,4158.0,42.0,1.0199999809265137,0.15000000596046448,-1.2300000190734863,0.07000000029802322,
CL* NGC 5904 Arp IV-19,X0381,CL* NGC 5904 Arp IV-19,xsl_spectrum_X0381_merged.fits,229.6460417,2.0185833,4242.0,43.0,1.0700000524520874,0.15000000596046448,-1.2300000190734863,0.07000000029802322,
HIP 75423,X0683,HIP 75423,xsl_spectrum_X0683_merged.fits,231.190625,-17.1275833,3490.0,55.0,4.78000020980835,0.14000000059604645,0.0,0.07000000029802322,
HIP 75423,X0684,HIP 75423,xsl_spectrum_X0684_merged.fits,231.190625,-17.1275833,3490.0,55.0,4.78000020980835,0.14000000059604645,0.0,0.07000000029802322,
HD 138290,X0410,HD 138290,xsl_spectrum_X0410_merged.fits,232.7309583,8.5790833,6866.0,136.0,4.210000038146973,0.20999999344348907,-0.029999999329447746,0.07000000029802322,
HD 138776,X0685,HD 138776,xsl_spectrum_X0685_merged.fits,233.5705,-2.7240556,5528.0,86.0,4.039999961853027,0.14000000059604645,0.2800000011920929,0.05999999865889549,
HD 138776,X0686,HD 138776,xsl_spectrum_X0686_merged.fits,233.5705,-2.7240556,5528.0,86.0,4.039999961853027,0.14000000059604645,0.2800000011920929,0.05999999865889549,
X Lib,X0689,X Lib,xsl_spectrum_X0689_merged.fits,234.0529583,-21.1510833,3370.0,34.0,1.0499999523162842,0.14000000059604645,-0.38999998569488525,0.09000000357627869,
X Lib,X0690,X Lib,xsl_spectrum_X0690_merged.fits,234.0529583,-21.1510833,3370.0,34.0,1.0499999523162842,0.14000000059604645,-0.38999998569488525,0.09000000357627869,
HD 140232,X0633,HD 140232,xsl_spectrum_X0633_merged.fits,235.478,18.4640278,8077.0,160.0,3.930000066757202,0.20999999344348907,0.41999998688697815,0.07000000029802322,
HD 139717,X0632,HD 139717,xsl_spectrum_X0632_merged.fits,235.5871667,-55.3119167,6618.0,85.0,1.350000023841858,0.20999999344348907,0.20999999344348907,0.07000000029802322,
HD 140283,X0687,HD 140283,xsl_spectrum_X0687_merged.fits,235.7629167,-10.9335,5718.0,129.0,3.6600000858306885,0.14000000059604645,-2.430000066757202,0.09000000357627869,
HD 140283,X0688,HD 140283,xsl_spectrum_X0688_merged.fits,235.7629167,-10.9335,5718.0,129.0,3.6600000858306885,0.14000000059604645,-2.430000066757202,0.09000000357627869,
HD 141531,X0500,HD 141531,xsl_spectrum_X0500_merged.fits,237.31875,9.6117778,4451.0,44.0,1.0399999618530273,0.14000000059604645,-1.649999976158142,0.07000000029802322,
HD 141531,X0501,HD 141531,xsl_spectrum_X0501_merged.fits,237.31875,9.6117778,4451.0,44.0,1.0399999618530273,0.14000000059604645,-1.649999976158142,0.07000000029802322,
